Dog,ID,UTC.Date,UTC.Time,ActivityX,ActivityY,LocalDate,LocalDate2,LocalTime,timedate,conc,timedate.local,Duration,SumAct,SSDateTime,SSDate,SSTime,Bout,Intensity,PartOfDay,Stop.time.or.start,StopTime_Previous,Pack,Dusk,Dawn,Moonlight,Babysit,Babysit morning,Babysit evening,Denning,Temperature,Rainfall,n
111,WDM111,39523,0.333333333,21,20,39523,40985,0.458333333,39523.33333,WDM11140985,39523.45833,206.4,1393,39523.45833,39523,0.458333333,Start,6.749031,Daytime,0.601666667,39523.44444,Dispersing,40985.2625,40985.79514,0.487610238,no,no,no,No,32.12,0,1
136,WDM136,42678,0.420138889,1,0,42678,42678,0.545138889,42678.42014,WDM13642678,42678.54514,270,1814,42678.54514,42678,0.545138889,Start,6.718519,Daytime,0.732638889,42678.53472,Macho,42678.24444,42678.77847,0.982679998,no,no,no,No,29.24,0,1
126,WDF126,42074,0.364583333,40,45,42074,42074,0.489583333,42074.36458,WDF12642074,42074.48958,165,1108,42074.48958,42074,0.489583333,Start,6.715152,Daytime,0.604166667,42074.44097,Katu,42074.26319,42074.79653,4.439902376,no,no,no,No,NA,0,1
126,WDF126,42049,0.371527778,1,0,42049,42049,0.496527778,42049.37153,WDF12642049,42049.49653,160,1068,42049.49653,42049,0.496527778,Start,6.675,Daytime,0.607638889,42049.4375,Katu,42049.26597,42049.8,0.521915358,no,no,no,No,32.38,0,1
136,WDM136,42588,0.413194444,12,9,42588,42588,0.538194444,42588.41319,WDM13642588,42588.53819,270,1802,42588.53819,42588,0.538194444,Start,6.674074,Daytime,0.725694444,42588.50694,Macho,42588.25972,42588.79444,0.550845292,no,no,no,No,NA,0,1
119,WDM119,41755,0.465277778,0,3,41755,41755,0.590277778,41755.46528,WDM11941755,41755.59028,220,1468,41755.59028,41755,0.590277778,Start,6.672727,Daytime,0.743055556,41755.57292,Crocodiles,41755.25417,41755.78889,0.040294416,no,no,no,No,NA,0,1
120,WDF120,42044,0.409722222,0,1,42044,42044,0.534722222,42044.40972,WDF12042044,42044.53472,180,1201,42044.53472,42044,0.534722222,Start,6.672222,Daytime,0.659722222,42044.51736,Truants,42044.26597,42044.8,4.941047235,no,no,no,No,28.7,0,1
123,WDF123,41891,0.329861111,2,1,41891,41891,0.454861111,41891.32986,WDF12341891,41891.45486,225,1482,41891.45486,41891,0.454861111,Start,6.586667,Daytime,0.611111111,41891.44097,Crocodiles,41891.25486,41891.78819,10.84919743,yes,no,yes,Yes,25.74,0,1
135,WDM135,42885,0.222222222,0,1,42885,42885,0.347222222,42885.22222,WDM13542885,42885.34722,280,1833,42885.34722,42885,0.347222222,Start,6.546429,Daytime,0.541666667,42884.02431,Toucan,42885.25347,42885.78958,1.645990228,no,no,no,No,NA,NA,1
130,WDM130,42083,0.229166667,3,4,42083,42083,0.354166667,42083.22917,WDM13042083,42083.35417,310,2011,42083.35417,42083,0.354166667,Start,6.487097,Daytime,0.569444444,42083.34028,Ol Pejeta,42083.26181,42083.79514,0,no,no,no,No,NA,0,1
136,WDM136,42623,0.305555556,2,0,42623,42623,0.430555556,42623.30556,WDM13642623,42623.43056,360,2332,42623.43056,42623,0.430555556,Start,6.477778,Daytime,0.680555556,42623.40972,Macho,42623.25417,42623.7875,4.66200156,no,no,no,No,30.21,0,1
131,WDM131,42273,0.451388889,4,1,42273,42273,0.576388889,42273.45139,WDM13142273,42273.57639,205,1324,42273.57639,42273,0.576388889,Start,6.458537,Daytime,0.71875,42273.55208,Crocodiles,42273.25069,42273.78403,10.67482469,no,no,no,No,29.43,0,1
123,WDF123,41923,0.253472222,1,2,41923,41923,0.378472222,41923.25347,WDF12341923,41923.37847,245,1561,41923.37847,41923,0.378472222,Start,6.371429,Daytime,0.548611111,41923.35417,Crocodiles,41923.24722,41923.78056,7.100025708,no,no,no,No,27.81,0,1
133,WDM133,42369,0.434027778,1,0,42369,42369,0.559027778,42369.43403,WDM13342369,42369.55903,175,1112,42369.55903,42369,0.559027778,Start,6.354286,Daytime,0.680555556,42369.54167,Wobbegongs,42369.25694,42369.79236,3.746086823,no,no,no,No,26.1,0,1
119,WDM119,41752,0.315972222,57,39,41752,41752,0.440972222,41752.31597,WDM11941752,41752.44097,290,1826,41752.44097,41752,0.440972222,Start,6.296552,Daytime,0.642361111,41752.41667,Crocodiles,41752.25486,41752.78889,0.975592983,no,no,no,No,NA,0,1
112,WDM112,39814,0.329861111,20,15,39814,41276,0.454861111,39814.32986,WDM11241276,39814.45486,165,1037,39814.45486,39814,0.454861111,Start,6.284848,Daytime,0.569444444,39814.43403,Tuis,41276.25833,41276.79375,5.075723815,no,no,no,Yes,28.03,0,1
123,WDF123,41752,0.336805556,3,3,41752,41752,0.461805556,41752.33681,WDF12341752,41752.46181,220,1361,41752.46181,41752,0.461805556,Start,6.186364,Daytime,0.614583333,41752.44792,Crocodiles,41752.25486,41752.78889,0.975592983,no,no,no,No,NA,0,1
96,WDF96,39791,0.34375,8,10,39791,41253,0.46875,39791.34375,WDF9641253,39791.46875,165,1007,39791.46875,39791,0.46875,Start,6.10303,Daytime,0.583333333,39791.45139,Loisaba,41253.25069,41253.78611,0.081989244,no,no,no,Yes,26.72,0,1
97,WDM97,39140,0.273333333,59,64,39140,40602,0.398333333,39140.27292,WDM9740602,39140.39792,225.6,1362,39140.39792,39140,0.398333333,Start,6.037234,Daytime,0.555,39140.38472,Rat,40602.26528,40602.79861,0.237403729,no,no,no,No,NA,NA,1
135,WDM135,42548,0.326388889,29,30,42548,42548,0.451388889,42548.32639,WDM13542548,42548.45139,185,1108,42548.45139,42548,0.451388889,Start,5.989189,Daytime,0.579861111,42548.44097,Toucan,42548.25694,42548.79375,2.179886039,no,no,no,No,25.64,0,1
119,WDM119,41659,0.291666667,20,21,41659,41659,0.416666667,41659.29167,WDM11941659,41659.41667,220,1314,41659.41667,41659,0.416666667,Start,5.972727,Daytime,0.569444444,41659.39931,Crocodiles,41659.26319,41659.79792,6.385721932,no,no,no,No,29.79,0,1
123,WDF123,41949,0.326388889,8,8,41949,41949,0.451388889,41949.32639,WDF12341949,41949.45139,220,1286,41949.45139,41949,0.451388889,Start,5.845455,Daytime,0.604166667,41949.4375,Crocodiles,41949.24444,41949.77847,11.11300004,no,no,no,No,26.37,0,1
119,WDM119,41534,0.315972222,11,8,41534,41534,0.440972222,41534.31597,WDM11941534,41534.44097,235,1343,41534.44097,41534,0.440972222,Start,5.714894,Daytime,0.604166667,41534.40625,Loisaba,41534.25278,41534.78611,10.33471344,no,no,no,No,30.49,2.79,1
126,WDF126,42219,0.347222222,19,18,42219,42219,0.472222222,42219.34722,WDF12642219,42219.47222,385,2180,42219.47222,42219,0.472222222,Start,5.662338,Daytime,0.739583333,42219.45833,Toucans,42219.25972,42219.79514,7.01698432,no,no,no,No,25.3,0,1
136,WDM136,42595,0.322916667,16,10,42595,42595,0.447916667,42595.32292,WDM13642595,42595.44792,230,1297,42595.44792,42595,0.447916667,Start,5.63913,Daytime,0.607638889,42595.43403,Macho,42595.25903,42595.79375,6.509228205,no,no,no,No,28.37,0,1
96,WDF96,39768,0.378472222,3,3,39768,41230,0.503472222,39768.37847,WDF9641230,39768.50347,195,1079,39768.50347,39768,0.503472222,Start,5.533333,Daytime,0.638888889,39768.48611,Loisaba,41230.24514,41230.77986,0.86131468,yes,no,yes,Yes,28.36,0,1
112,WDM112,39540,0.40625,7,12,39540,41002,0.53125,39540.40625,WDM11241002,39540.53125,200,1103,39540.53125,39540,0.53125,Start,5.515,Daytime,0.670138889,39540.52083,Tuis,41002.25833,41002.79167,8.548394317,no,no,no,No,NA,0.51,1
112,WDM112,39673,0.350694444,30,39,39673,41135,0.475694444,39673.35069,WDM11241135,39673.47569,210,1142,39673.47569,39673,0.475694444,Start,5.438095,Daytime,0.621527778,39673.44444,Tuis,41135.25903,41135.79375,0.103592131,no,no,no,No,25.52,2.03,1
126,WDF126,41921,0.34375,17,17,41921,41921,0.46875,41921.34375,WDF12641921,41921.46875,185,1000,41921.46875,41921,0.46875,Start,5.405405,Daytime,0.597222222,41921.45833,Katu,41921.24722,41921.78056,9.952984627,yes,no,yes,Yes,28.85,1.78,1
119,WDM119,41648,0.274305556,1,0,41648,41648,0.399305556,41648.27431,WDM11941648,41648.39931,200,1078,41648.39931,41648,0.399305556,Start,5.39,Daytime,0.538194444,41648.38542,Crocodiles,41648.26042,41648.79514,4.885450203,no,no,no,No,27.74,0.76,1
123,WDF123,42107,0.25,84,86,42107,42107,0.375,42107.25,WDF12342107,42107.375,290,1560,42107.375,42107,0.375,Start,5.37931,Daytime,0.576388889,42107.34375,Crocodiles,42107.25625,42107.79028,0.831720735,no,no,no,No,29.14,0,1
136,WDM136,42590,0.399305556,1,1,42590,42590,0.524305556,42590.39931,WDM13642590,42590.52431,265,1421,42590.52431,42590,0.524305556,Start,5.362264,Daytime,0.708333333,42590.51389,Macho,42590.25972,42590.79444,1.55185461,no,no,no,No,27.37,0,1
115,WDM115,40958,0.381944444,3,0,40958,40958,0.506944444,40958.38194,WDM11540958,40958.50694,190,1007,40958.50694,40958,0.506944444,Start,5.3,Daytime,0.638888889,40958.49653,Toucans,42420.26597,42420.79931,0.020094681,no,no,no,No,27.52,0,1
119,WDM119,41644,0.378472222,7,8,41644,41644,0.503472222,41644.37847,WDM11941644,41644.50347,250,1312,41644.50347,41644,0.503472222,Start,5.248,Daytime,0.677083333,41644.46875,Crocodiles,41644.25903,41644.79444,1.048126224,no,no,no,No,27.34,0,1
126,WDF126,42230,0.350694444,2,3,42230,42230,0.475694444,42230.35069,WDF12642230,42230.47569,220,1130,42230.47569,42230,0.475694444,Start,5.136364,Daytime,0.628472222,42230.46181,Toucans,42230.25903,42230.79375,0,no,no,no,No,28.8,0,1
112,WDM112,39773,0.395833333,11,8,39773,41235,0.520833333,39773.39583,WDM11241235,39773.52083,220,1119,39773.52083,39773,0.520833333,Start,5.086364,Daytime,0.673611111,39773.51042,Tuis,41235.24583,41235.78125,5.779654504,no,no,no,Yes,28.08,0,1
126,WDF126,42160,0.284722222,16,16,42160,42160,0.409722222,42160.28472,WDF12642160,42160.40972,220,1112,42160.40972,42160,0.409722222,Start,5.054545,Daytime,0.5625,42160.375,Toucans,42160.25347,42160.79028,7.444296768,no,no,no,No,27.22,0,1
112,WDM112,39777,0.256944444,14,9,39777,41239,0.381944444,39777.25694,WDM11241239,39777.38194,230,1146,39777.38194,39777,0.381944444,Start,4.982609,Daytime,0.541666667,39777.36111,Tuis,41239.24722,41239.78194,10.35032238,no,no,no,Yes,27.83,6.6,1
136,WDM136,42599,0.295138889,15,18,42599,42599,0.420138889,42599.29514,WDM13642599,42599.42014,295,1466,42599.42014,42599,0.420138889,Start,4.969492,Daytime,0.625,42599.39236,Macho,42599.25833,42599.79306,11.16460917,no,no,no,No,26.25,0,1
131,WDM131,42158,0.28125,6,2,42158,42158,0.40625,42158.28125,WDM13142158,42158.40625,210,1019,42158.40625,42158,0.40625,Start,4.852381,Daytime,0.552083333,42158.39583,Crocodiles,42158.25347,42158.79028,10.34610323,yes,yes,no,Yes,26.43,0,1
120,WDF120,41927,0.371527778,13,10,41927,41927,0.496527778,41927.37153,WDF12041927,41927.49653,220,1066,41927.49653,41927,0.496527778,Start,4.845455,Daytime,0.649305556,41927.48611,Dispersing,41927.24653,41927.77986,2.360316382,no,no,no,No,28.52,0,1
131,WDM131,42251,0.416666667,2,2,42251,42251,0.541666667,42251.41667,WDM13142251,42251.54167,245,1186,42251.54167,42251,0.541666667,Start,4.840816,Daytime,0.711805556,42251.52083,Crocodiles,42251.25556,42251.78958,3.204599362,no,no,no,No,30.01,0,1
135,WDM135,42568,0.395833333,9,7,42568,42568,0.520833333,42568.39583,WDM13542568,42568.52083,300,1397,42568.52083,42568,0.520833333,Start,4.656667,Daytime,0.729166667,42568.51042,Toucan,42568.25903,42568.79514,9.625585769,no,no,no,No,28.1,0,1
131,WDM131,42142,0.298611111,3,0,42142,42142,0.423611111,42142.29861,WDM13142142,42142.42361,380,1735,42142.42361,42142,0.423611111,Start,4.565789,Daytime,0.6875,42142.41319,Crocodiles,42142.25278,42142.78889,0.004998023,yes,no,yes,Yes,28.12,0,1
131,WDM131,42142,0.298611111,3,0,42142,42142,0.423611111,42142.29861,WDM13142142,42142.42361,380,1735,42142.42361,42142,0.423611111,Start,4.565789,Daytime,0.6875,42142.41319,Crocodiles,42142.25278,42142.78889,0.004998023,yes,no,yes,Yes,28.12,0,1
119,WDM119,41699,0.302083333,41,55,41699,41699,0.427083333,41699.30208,WDM11941699,41699.42708,245,1093,41699.42708,41699,0.427083333,Start,4.461224,Daytime,0.597222222,41699.40972,Crocodiles,41699.26528,41699.79861,0,no,no,no,No,29.51,0,1
112,WDM112,39772,0.322916667,10,13,39772,41234,0.447916667,39772.32292,WDM11241234,39772.44792,260,1159,39772.44792,39772,0.447916667,Start,4.457692,Daytime,0.628472222,39772.4375,Tuis,41234.24583,41234.78056,4.585748132,yes,yes,no,Yes,27.73,8.13,1
133,WDM133,42273,0.295138889,1,0,42273,42273,0.420138889,42273.29514,WDM13342273,42273.42014,290,1270,42273.42014,42273,0.420138889,Start,4.37931,Daytime,0.621527778,42273.39931,Wobbegongs,42273.25069,42273.78403,10.67482469,no,no,no,No,29.43,0,1
126,WDF126,42169,0.274305556,74,93,42169,42169,0.399305556,42169.27431,WDF12642169,42169.39931,235,1013,42169.39931,42169,0.399305556,Start,4.310638,Daytime,0.5625,42169.38889,Toucans,42169.25486,42169.79167,0.009323089,no,no,no,No,28.63,0,1
119,WDM119,41543,0.309027778,10,6,41543,41543,0.434027778,41543.30903,WDM11941543,41543.43403,260,1058,41543.43403,41543,0.434027778,Start,4.069231,Daytime,0.614583333,41543.42014,Loisaba,41543.25069,41543.78403,2.722702166,no,no,no,No,28.03,0,1
135,WDM135,42645,0.354166667,31,30,42645,42645,0.479166667,42645.35417,WDM13542645,42645.47917,370,1112,42645.47917,42645,0.479166667,Start,3.005405,Daytime,0.736111111,42645.46875,Toucan,42645.24861,42645.78194,0.055343183,no,no,no,No,30.24,2.286,1
