,X.3,X.2,X.1,X,localtimestamp,localdate,date,localtime,location.long,location.lat,ID,dawn,dawnafter,dusk,moonrise,moonset,illumination,moonoverlap,rain,rain.30,displacement,glade.dist,glade.random,maxtemp,effectivedawn,effectivedusk,period,season,moonshine,woody,in.glade,daytemp,partofday,moonprev,delete,startstop,woodyaverage,gladedistmin,p.inglade,moonaverage,glade.dist.km
5723,5723,5723,12287,12287,21/06/2010 09:40,21/06/2010,21/06/2010,09:40:00,36.9105986,0.3379125,1150_2.10,21/06/2010 06:08,22/06/2010 06:08,21/06/2010 19:02,21/06/2010 14:17,22/06/2010 02:45,0.700788442,07:43:00,2.2,27.4,0.028278083,0.001088701,0.001522107,26,21/06/2010 06:08,21/06/2010 19:02,Day,Dry,0,0.06809,0,Mild,B,4.056951015,NO,Start,0.122388889,0.001028072,0,0,0.114115992
5759,5759,5759,12323,12323,21/06/2010 16:59,21/06/2010,21/06/2010,16:59:00,36.9103849,0.3387771,1150_2.10,21/06/2010 06:08,22/06/2010 06:08,21/06/2010 19:02,21/06/2010 14:17,22/06/2010 02:45,0.700788442,07:43:00,2.2,27.4,0.027390692,0.001256947,0.001523051,26,21/06/2010 06:08,21/06/2010 19:02,Day,Dry,0,0.14235,0,Mild,C,4.056951015,NO,Start,0.146940833,0.001241055,0,0,0.137757105
5771,5771,5771,12335,12335,21/06/2010 19:10,21/06/2010,21/06/2010,19:10:00,36.9102961,0.3394667,1150_2.10,21/06/2010 06:08,22/06/2010 06:08,21/06/2010 19:02,21/06/2010 14:17,22/06/2010 02:45,0.700788442,07:43:00,2.2,27.4,0.087963004,0.00162661,0.000663247,26,21/06/2010 06:08,21/06/2010 19:02,Night,Dry,0.700788442,0.10014,0,Mild,D,4.056951015,NO,Start,0.12766918,0,0.016393443,0.505486745,0
5832,5832,5832,12396,12396,22/06/2010 06:10,22/06/2010,22/06/2010,06:10:00,36.9098857,0.3377872,1150_2.10,22/06/2010 06:08,23/06/2010 06:09,22/06/2010 19:02,22/06/2010 15:11,23/06/2010 03:39,0.79840205,08:37:00,0,29.6,0.253878179,0.00037953,0.001947979,30,22/06/2010 06:08,22/06/2010 19:02,Day,Dry,0,0.20952,0,Hot,A,5.407750811,NO,Start,0.248971429,0.000100786,0,0,0.011187246
5853,5853,5853,12417,12417,22/06/2010 09:40,22/06/2010,22/06/2010,09:40:00,36.9094548,0.3369045,1150_2.10,22/06/2010 06:08,23/06/2010 06:09,22/06/2010 19:02,22/06/2010 15:11,23/06/2010 03:39,0.79840205,08:37:00,0,29.6,0.041504337,6.61E-05,0.000950318,30,22/06/2010 06:08,22/06/2010 19:02,Day,Dry,0,0.14458,0,Hot,B,5.407750811,NO,Start,0.171785714,0,0.047619048,0,0
5895,5895,5895,12459,12459,22/06/2010 17:00,22/06/2010,22/06/2010,17:00:00,36.9102629,0.3390757,1150_2.10,22/06/2010 06:08,23/06/2010 06:09,22/06/2010 19:02,22/06/2010 15:11,23/06/2010 03:39,0.79840205,08:37:00,0,29.6,0.016732304,0.001322394,0.001937063,30,22/06/2010 06:08,22/06/2010 19:02,Day,Dry,0,0.09662,0,Hot,C,5.407750811,NO,Start,0.110385385,0.001243583,0,0,0.138037713
5908,5908,5908,12472,12472,22/06/2010 19:10,22/06/2010,22/06/2010,19:10:00,36.9107814,0.3386864,1150_2.10,22/06/2010 06:08,23/06/2010 06:09,22/06/2010 19:02,22/06/2010 15:11,23/06/2010 03:39,0.79840205,08:37:00,0,29.6,0.232099634,0.001571242,0.001484589,30,22/06/2010 06:08,22/06/2010 19:02,Night,Dry,0.79840205,0.10967,0,Hot,D,5.407750811,NO,Start,0.101202154,0,0.092307692,0.601872315,0
5973,5973,5973,12537,12537,23/06/2010 06:20,23/06/2010,23/06/2010,06:20:00,36.9097032,0.3376539,1150_2.10,23/06/2010 06:09,24/06/2010 06:09,23/06/2010 19:02,23/06/2010 16:05,24/06/2010 04:34,0.879222198,09:32:00,0,29.6,0.652423367,0.000197451,0.001292327,30,23/06/2010 06:09,23/06/2010 19:02,Day,Dry,0,0.13705,0,Hot,A,6.879564331,NO,Start,0.261083,0.000197451,0,0,0.021917061
5993,5993,5993,12557,12557,23/06/2010 09:40,23/06/2010,23/06/2010,09:40:00,36.9102132,0.3379899,1150_2.10,23/06/2010 06:09,24/06/2010 06:09,23/06/2010 19:02,23/06/2010 16:05,24/06/2010 04:34,0.879222198,09:32:00,0,29.6,0.026557297,0.000740625,0.002336958,30,23/06/2010 06:09,23/06/2010 19:02,Day,Dry,0,0.28249,0,Hot,B,6.879564331,NO,Start,0.161152857,0.000740625,0,0,0.082209375
6035,6035,6035,12599,12599,23/06/2010 17:00,23/06/2010,23/06/2010,17:00:00,36.9105658,0.3394352,1150_2.10,23/06/2010 06:09,24/06/2010 06:09,23/06/2010 19:02,23/06/2010 16:05,24/06/2010 04:34,0.879222198,09:32:00,0,29.6,0.469032888,0.001788207,0.000399459,30,23/06/2010 06:09,23/06/2010 19:02,Day,Dry,0,0.18092,0,Hot,C,6.879564331,NO,Start,0.150834615,0.001485329,0,0,0.164871519
6048,6048,6048,12612,12612,23/06/2010 19:10,23/06/2010,23/06/2010,19:10:00,36.9102868,0.3394683,1150_2.10,23/06/2010 06:09,24/06/2010 06:09,23/06/2010 19:02,23/06/2010 16:05,24/06/2010 04:34,0.879222198,09:32:00,0,29.6,0.232084166,0.00162196,0.001217127,30,23/06/2010 06:09,23/06/2010 19:02,Night,Dry,0.879222198,0.0982,0,Hot,D,6.879564331,NO,Start,0.125223115,0,0.131147541,0.763914369,0
6109,6109,6109,12673,12673,24/06/2010 06:10,24/06/2010,24/06/2010,06:10:00,36.9105443,0.3385291,1150_2.10,24/06/2010 06:09,25/06/2010 06:09,24/06/2010 19:02,24/06/2010 17:01,25/06/2010 05:30,0.940295981,10:28:00,0,29.6,0.07484818,0.001286968,0.001656286,34,24/06/2010 06:09,24/06/2010 19:02,Day,Dry,0,0.17611,0,Hot,A,8.381918288,NO,Start,0.138451765,0.001123754,0,0,0.124736694
6126,6126,6126,12690,12690,24/06/2010 09:39,24/06/2010,24/06/2010,09:39:00,36.9109453,0.3389434,1150_2.10,24/06/2010 06:09,25/06/2010 06:09,24/06/2010 19:02,24/06/2010 17:01,25/06/2010 05:30,0.940295981,10:28:00,0,29.6,0.357762561,0.00183509,0.00148196,34,24/06/2010 06:09,24/06/2010 19:02,Day,Dry,0,0.17024,0,Hot,B,8.381918288,NO,Start,0.14297881,0.001309659,0,0,0.145372149
6168,6168,6168,12732,12732,24/06/2010 17:00,24/06/2010,24/06/2010,17:00:00,36.911034,0.3382628,1150_2.10,24/06/2010 06:09,25/06/2010 06:09,24/06/2010 19:02,24/06/2010 17:01,25/06/2010 05:30,0.940295981,10:28:00,0,29.6,0.084509467,0.001605549,0.000942084,34,24/06/2010 06:09,24/06/2010 19:02,Day,Dry,0,0.12716,0,Hot,C,8.381918288,NO,Start,0.128708462,0.000829518,0,0,0.092076498
6181,6181,6181,12745,12745,24/06/2010 19:10,24/06/2010,24/06/2010,19:10:00,36.9102736,0.3368125,1150_2.10,24/06/2010 06:09,25/06/2010 06:09,24/06/2010 19:02,24/06/2010 17:01,25/06/2010 05:30,0.940295981,10:28:00,0,29.6,0.111547748,0.000763328,0.000665599,34,24/06/2010 06:09,24/06/2010 19:02,Night,Dry,0.940295981,0.12035,0,Hot,D,8.381918288,NO,Start,0.12435,0,0.153846154,0.882431613,0
6246,6246,6246,12810,12810,25/06/2010 06:10,25/06/2010,25/06/2010,06:10:00,36.9105884,0.3381095,1150_2.10,25/06/2010 06:09,26/06/2010 06:09,25/06/2010 19:02,25/06/2010 17:56,26/06/2010 06:24,0.980115049,11:07:00,0,29.6,0.09487028,0.001134423,5.63E-05,36,25/06/2010 06:09,25/06/2010 19:02,Day,Dry,0,0.14787,0,Hot,A,9.841764601,NO,Start,0.235945238,0,0.047619048,0,0
6267,6267,6267,12831,12831,25/06/2010 09:40,25/06/2010,25/06/2010,09:40:00,36.9105221,0.338221,1150_2.10,25/06/2010 06:09,26/06/2010 06:09,25/06/2010 19:02,25/06/2010 17:56,26/06/2010 06:24,0.980115049,11:07:00,0,29.6,0.875570146,0.001111985,0.001453914,36,25/06/2010 06:09,25/06/2010 19:02,Day,Dry,0,0.1845,0,Hot,B,9.841764601,NO,Start,0.166017073,0.000978449,0,0,0.108607839
6308,6308,6308,12872,12872,25/06/2010 17:00,25/06/2010,25/06/2010,17:00:00,36.9103276,0.3391967,1150_2.10,25/06/2010 06:09,26/06/2010 06:09,25/06/2010 19:02,25/06/2010 17:56,26/06/2010 06:24,0.980115049,11:07:00,0,29.6,0.032218783,0.001451334,0.002558972,36,25/06/2010 06:09,25/06/2010 19:02,Day,Dry,0,0.08243,0,Hot,C,9.841764601,NO,Start,0.112356,0.001444736,0,0,0.160365696
6318,6318,6318,12882,12882,25/06/2010 19:10,25/06/2010,25/06/2010,19:10:00,36.9105541,0.3396713,1150_2.10,25/06/2010 06:09,26/06/2010 06:09,25/06/2010 19:02,25/06/2010 17:56,26/06/2010 06:24,0.980115049,11:07:00,0,29.6,0.054967627,0.00194974,0.001326597,36,25/06/2010 06:09,25/06/2010 19:02,Night,Dry,0.980115049,0.18335,0,Hot,D,9.841764601,NO,Start,0.14149,0.000147633,0,0.980115049,0.016387263
6379,6379,6379,12943,12943,26/06/2010 06:10,26/06/2010,26/06/2010,06:10:00,36.9106315,0.3385194,1150_2.10,26/06/2010 06:09,27/06/2010 06:09,26/06/2010 19:03,26/06/2010 18:50,27/06/2010 07:16,0.998437167,11:06:00,0,29.6,0.046895842,0.001352841,0.001049502,32,26/06/2010 06:09,26/06/2010 19:03,Day,Dry,0,0.15296,0,Hot,A,10.89561229,NO,Start,0.1602085,0.00119442,0,0,0.13258062
6399,6399,6399,12963,12963,26/06/2010 09:40,26/06/2010,26/06/2010,09:40:00,36.9105532,0.3390437,1150_2.10,26/06/2010 06:09,27/06/2010 06:09,26/06/2010 19:03,26/06/2010 18:50,27/06/2010 07:16,0.998437167,11:06:00,0,29.6,0.057048926,0.00153596,0.002060203,32,26/06/2010 06:09,26/06/2010 19:03,Day,Dry,0,0.14286,0,Hot,B,10.89561229,NO,Start,0.174812143,0.00145022,0,0,0.16097442
6441,6441,6441,13005,13005,26/06/2010 17:00,26/06/2010,26/06/2010,17:00:00,36.9116781,0.3386285,1150_2.10,26/06/2010 06:09,27/06/2010 06:09,26/06/2010 19:03,26/06/2010 18:50,27/06/2010 07:16,0.998437167,11:06:00,0,29.6,1.164759357,0.002335799,0.000714323,32,26/06/2010 06:09,26/06/2010 19:03,Day,Dry,0,0.13511,0,Hot,C,10.89561229,NO,Start,0.122754167,0.001333091,0,0,0.147973101
6453,6453,6453,13017,13017,26/06/2010 19:10,26/06/2010,26/06/2010,19:10:00,36.9108899,0.3384578,1150_2.10,26/06/2010 06:09,27/06/2010 06:09,26/06/2010 19:03,26/06/2010 18:50,27/06/2010 07:16,0.998437167,11:06:00,0,29.6,0.248218231,0.001545787,0.00034133,32,26/06/2010 06:09,26/06/2010 19:03,Night,Dry,0.998437167,0.0891,0,Hot,D,10.89561229,NO,Start,0.120134545,1.35E-05,0,0.980283764,0.0014985
6508,6508,6508,13072,13072,27/06/2010 06:20,27/06/2010,27/06/2010,06:20:00,36.910445,0.3396788,1150_2.10,27/06/2010 06:09,28/06/2010 06:10,27/06/2010 19:03,27/06/2010 19:40,28/06/2010 08:05,0.996023998,10:30:00,0,29.6,0.022945588,0.001885111,0.002044802,28,27/06/2010 06:09,27/06/2010 19:03,Day,Dry,0,0.15146,0,Mild,A,11.08265255,NO,Start,0.154984,0.001669321,0,0,0.185294631
6528,6528,6528,13092,13092,27/06/2010 09:40,27/06/2010,27/06/2010,09:40:00,36.9103902,0.3391074,1150_2.10,27/06/2010 06:09,28/06/2010 06:10,27/06/2010 19:03,27/06/2010 19:40,28/06/2010 08:05,0.996023998,10:30:00,0,29.6,0.230022368,0.001440616,0.000418366,28,27/06/2010 06:09,27/06/2010 19:03,Day,Dry,0,0.10573,0,Mild,B,11.08265255,NO,Start,0.138307973,0.000832834,0,0,0.092444574
6602,6602,6602,13166,13166,04/07/2010 17:00,04/07/2010,04/07/2010,17:00:00,36.9108797,0.3381115,1150_2.10,04/07/2010 06:11,05/07/2010 06:11,04/07/2010 19:04,05/07/2010 00:34,05/07/2010 12:59,0.554623307,05:37:00,0,65.6,0.047776563,0.001415401,0.00138449,26,04/07/2010 06:11,04/07/2010 19:04,Day,Wet,0,0.11662,0,Mild,C,4.094329944,NO,Start,0.140840909,0.00102804,0,0,0.11411244
6613,6613,6613,13177,13177,04/07/2010 19:10,04/07/2010,04/07/2010,19:10:00,36.9104905,0.3384437,1150_2.10,04/07/2010 06:11,05/07/2010 06:11,04/07/2010 19:04,05/07/2010 00:34,05/07/2010 12:59,0.554623307,05:37:00,0,65.6,0.164580679,0.001193647,0.000731757,26,04/07/2010 06:11,04/07/2010 19:04,Night,Wet,0,0.19382,0,Mild,D,4.094329944,NO,Start,0.17736125,0.00082217,0,0.267407666,0.09126087
6669,6669,6669,13233,13233,05/07/2010 06:19,05/07/2010,05/07/2010,06:19:00,36.9107562,0.3382552,1150_2.10,05/07/2010 06:11,06/07/2010 06:11,05/07/2010 19:04,06/07/2010 01:19,06/07/2010 13:46,0.45727388,04:52:00,0,65.6,0.235575742,0.001341234,0.000108558,33,05/07/2010 06:11,05/07/2010 19:04,Day,Wet,0,0.11361,0,Hot,A,3.115134241,NO,Start,0.121298,0.001301682,0,0,0.144486702
6689,6689,6689,13253,13253,05/07/2010 09:50,05/07/2010,05/07/2010,09:50:00,36.9112744,0.3382818,1150_2.10,05/07/2010 06:11,06/07/2010 06:11,05/07/2010 19:04,06/07/2010 01:19,06/07/2010 13:46,0.45727388,04:52:00,0,65.6,0.174824369,0.001840949,0.000667633,33,05/07/2010 06:11,05/07/2010 19:04,Day,Wet,0,0.13719,0,Hot,B,3.115134241,NO,Start,0.135076098,0.001704684,0,0,0.189219924
6730,6730,6730,13294,13294,05/07/2010 16:59,05/07/2010,05/07/2010,16:59:00,36.9109702,0.337977,1150_2.10,05/07/2010 06:11,06/07/2010 06:11,05/07/2010 19:04,06/07/2010 01:19,06/07/2010 13:46,0.45727388,04:52:00,0,65.6,0.432405735,0.001457677,0.001194713,33,05/07/2010 06:11,05/07/2010 19:04,Day,Wet,0,0.13397,0,Hot,C,3.115134241,NO,Start,0.1503375,0.00093413,0,0,0.10368843
6738,6738,6738,13302,13302,05/07/2010 19:10,05/07/2010,05/07/2010,19:10:00,36.9112005,0.3384717,1150_2.10,05/07/2010 06:11,06/07/2010 06:11,05/07/2010 19:04,06/07/2010 01:19,06/07/2010 13:46,0.45727388,04:52:00,0,65.6,0.872007351,0.001834276,0.001880259,33,05/07/2010 06:11,05/07/2010 19:04,Night,Wet,0,0.11662,0,Hot,D,3.115134241,NO,Start,0.131217193,0.000950906,0,0.192536371,0.105550566
6795,6795,6795,13359,13359,06/07/2010 06:20,06/07/2010,06/07/2010,06:20:00,36.9104712,0.3382775,1150_2.10,06/07/2010 06:11,07/07/2010 06:11,06/07/2010 19:04,07/07/2010 02:07,07/07/2010 14:36,0.359286423,04:04:00,0,65.6,0.258249201,0.001090933,0.00130135,31,06/07/2010 06:11,06/07/2010 19:04,Day,Wet,0,0.22084,0,Hot,A,2.225399549,NO,Start,0.2338015,0.000891357,0,0,0.098940627
6815,6815,6815,13379,13379,06/07/2010 09:49,06/07/2010,06/07/2010,09:49:00,36.9105704,0.3385549,1150_2.10,06/07/2010 06:11,07/07/2010 06:11,06/07/2010 19:04,07/07/2010 02:07,07/07/2010 14:36,0.359286423,04:04:00,0,65.6,0.153422358,0.001323285,0.001137341,31,06/07/2010 06:11,06/07/2010 19:04,Day,Wet,0,0.16916,0,Hot,B,2.225399549,NO,Start,0.17145325,0.000921425,0,0,0.102278175
6855,6855,6855,13419,13419,06/07/2010 17:00,06/07/2010,06/07/2010,17:00:00,36.9104143,0.3378961,1150_2.10,06/07/2010 06:11,07/07/2010 06:11,06/07/2010 19:04,07/07/2010 02:07,07/07/2010 14:36,0.359286423,04:04:00,0,65.6,0.067516665,0.000915269,0.000953606,31,06/07/2010 06:11,06/07/2010 19:04,Day,Wet,0,0.17948,0,Hot,C,2.225399549,NO,Start,0.163233846,0.000892928,0,0,0.099115008
6868,6868,6868,13432,13432,06/07/2010 19:10,06/07/2010,06/07/2010,19:10:00,36.9106366,0.3383965,1150_2.10,06/07/2010 06:11,07/07/2010 06:11,06/07/2010 19:04,07/07/2010 02:07,07/07/2010 14:36,0.359286423,04:04:00,0,65.6,0.534050119,0.001293072,0.001090904,31,06/07/2010 06:11,06/07/2010 19:04,Night,Wet,0,0.15096,0,Hot,D,2.225399549,NO,Start,0.203219206,0.000524525,0,0.131168059,0.058222275
6931,6931,6931,13495,13495,07/07/2010 06:19,07/07/2010,07/07/2010,06:19:00,36.9102675,0.3379,1150_2.10,07/07/2010 06:11,08/07/2010 06:12,07/07/2010 19:04,08/07/2010 02:59,08/07/2010 15:31,0.264450716,03:13:00,0,56.5,0.315369149,0.000772236,0.000984223,39,07/07/2010 06:11,07/07/2010 19:04,Day,Wet,0,0.24743,0,Hot,A,1.46109812,NO,Start,0.1732215,0.000726663,0,0,0.080659593
6951,6951,6951,13515,13515,07/07/2010 09:49,07/07/2010,07/07/2010,09:49:00,36.9103975,0.3377869,1150_2.10,07/07/2010 06:11,08/07/2010 06:12,07/07/2010 19:04,08/07/2010 02:59,08/07/2010 15:31,0.264450716,03:13:00,0,56.5,0.101212647,0.000854754,0.000601038,39,07/07/2010 06:11,07/07/2010 19:04,Day,Wet,0,0.15275,0,Hot,B,1.46109812,NO,Start,0.195263333,2.66E-05,0,0,0.0029526
6993,6993,6993,13557,13557,07/07/2010 16:59,07/07/2010,07/07/2010,16:59:00,36.910407,0.3381049,1150_2.10,07/07/2010 06:11,08/07/2010 06:12,07/07/2010 19:04,08/07/2010 02:59,08/07/2010 15:31,0.264450716,03:13:00,0,56.5,0.359194669,0.000961378,0.001312528,39,07/07/2010 06:11,07/07/2010 19:04,Day,Wet,0,0.23482,0,Hot,C,1.46109812,NO,Start,0.173903077,0.000689624,0,0,0.076548264
7006,7006,7006,13570,13570,07/07/2010 19:09,07/07/2010,07/07/2010,19:09:00,36.9107485,0.3379591,1150_2.10,07/07/2010 06:11,08/07/2010 06:12,07/07/2010 19:04,08/07/2010 02:59,08/07/2010 15:31,0.264450716,03:13:00,0,56.5,0.581133074,0.001244811,0.000221801,39,07/07/2010 06:11,07/07/2010 19:04,Night,Wet,0,0.07505,0,Hot,D,1.46109812,NO,Start,0.170623115,0.000809687,0,0.069364122,0.089875257
7067,7067,7067,13631,13631,08/07/2010 06:20,08/07/2010,08/07/2010,06:20:00,36.9103033,0.3379203,1150_2.10,08/07/2010 06:12,09/07/2010 06:12,08/07/2010 19:05,09/07/2010 03:56,09/07/2010 16:28,0.177198834,02:16:00,0,56.5,0.325271886,0.000811101,0.001866721,31,08/07/2010 06:12,08/07/2010 19:05,Day,Wet,0,0.23468,0,Hot,A,0.850649803,NO,Start,0.242802857,0.000627121,0,0,0.069610431
7088,7088,7088,13652,13652,08/07/2010 09:50,08/07/2010,08/07/2010,09:50:00,36.9101186,0.3377672,1150_2.10,08/07/2010 06:12,09/07/2010 06:12,08/07/2010 19:05,09/07/2010 03:56,09/07/2010 16:28,0.177198834,02:16:00,0,56.5,0.102425046,0.000593823,0.002804387,31,08/07/2010 06:12,08/07/2010 19:05,Day,Wet,0,0.23152,0,Hot,B,0.850649803,NO,Start,0.172181282,0.000441805,0,0,0.049040355
7127,7127,7127,13691,13691,08/07/2010 17:00,08/07/2010,08/07/2010,17:00:00,36.9108362,0.3381049,1150_2.10,08/07/2010 06:12,09/07/2010 06:12,08/07/2010 19:05,09/07/2010 03:56,09/07/2010 16:28,0.177198834,02:16:00,0,56.5,0.280122991,0.001371607,0.000580927,31,08/07/2010 06:12,08/07/2010 19:05,Day,Wet,0,0.11232,0,Hot,C,0.850649803,NO,Start,0.109858333,0.001000582,0,0,0.111064602
7139,7139,7139,13703,13703,08/07/2010 19:10,08/07/2010,08/07/2010,19:10:00,36.9106577,0.3380114,1150_2.10,08/07/2010 06:12,09/07/2010 06:12,08/07/2010 19:05,09/07/2010 03:56,09/07/2010 16:28,0.177198834,02:16:00,0,56.5,0.148882303,0.001176531,8.01E-05,31,08/07/2010 06:12,08/07/2010 19:05,Night,Wet,0,0.08573,0,Hot,D,0.850649803,NO,Start,0.160217538,0.000361242,0,0.035439767,0.040097862
7204,7204,7204,13768,13768,09/07/2010 06:20,09/07/2010,09/07/2010,06:20:00,36.9103273,0.3379219,1150_2.10,09/07/2010 06:12,10/07/2010 06:12,09/07/2010 19:05,10/07/2010 04:54,10/07/2010 17:27,0.102436654,01:18:00,0,56.5,0.026312164,0.000834979,0.001976403,29,09/07/2010 06:12,09/07/2010 19:05,Day,Wet,0,0.21991,0,Mild,A,0.40165069,NO,Start,0.217889524,0.00043068,0,0,0.04780548
7225,7225,7225,13789,13789,09/07/2010 09:49,09/07/2010,09/07/2010,09:49:00,36.9101395,0.337421,1150_2.10,09/07/2010 06:12,10/07/2010 06:12,09/07/2010 19:05,10/07/2010 04:54,10/07/2010 17:27,0.102436654,01:18:00,0,56.5,0.018416569,0.000540403,2.37E-05,29,09/07/2010 06:12,09/07/2010 19:05,Day,Wet,0,0.13003,0,Mild,B,0.40165069,NO,Start,0.145810476,0.00034658,0,0,0.03847038
7267,7267,7267,13831,13831,09/07/2010 17:00,09/07/2010,09/07/2010,17:00:00,36.9107282,0.3388496,1150_2.10,09/07/2010 06:12,10/07/2010 06:12,09/07/2010 19:05,10/07/2010 04:54,10/07/2010 17:27,0.102436654,01:18:00,0,56.5,0.458718934,0.001598594,0.000595894,29,09/07/2010 06:12,09/07/2010 19:05,Day,Wet,0,0.13017,0,Mild,C,0.40165069,NO,Start,0.132844444,0.000772228,0,0,0.085717308
7276,7276,7276,13840,13840,09/07/2010 19:10,09/07/2010,09/07/2010,19:10:00,36.9108625,0.3384033,1150_2.10,09/07/2010 06:12,10/07/2010 06:12,09/07/2010 19:05,10/07/2010 04:54,10/07/2010 17:27,0.102436654,01:18:00,0,56.5,0.770069309,0.001497386,0.000317465,29,09/07/2010 06:12,09/07/2010 19:05,Night,Wet,0,0.10092,0,Mild,D,0.40165069,NO,Start,0.158737213,0.000514641,0,0.011755026,0.057125151
7337,7337,7337,13901,13901,10/07/2010 06:20,10/07/2010,10/07/2010,06:20:00,36.9103733,0.3379482,1150_2.10,10/07/2010 06:12,11/07/2010 06:12,10/07/2010 19:05,11/07/2010 05:54,11/07/2010 18:26,0.045174266,00:18:00,0,56.5,0.247706964,0.000885213,0,30,10/07/2010 06:12,10/07/2010 19:05,Day,Wet,0,0.21532,0,Hot,A,0.13316765,NO,Start,0.2210105,0.000743054,0,0,0.082478994
7357,7357,7357,13921,13921,10/07/2010 09:50,10/07/2010,10/07/2010,09:50:00,36.9101969,0.3379941,1150_2.10,10/07/2010 06:12,11/07/2010 06:12,10/07/2010 19:05,11/07/2010 05:54,11/07/2010 18:26,0.045174266,00:18:00,0,56.5,0.251125626,0.000726389,0.001282607,30,10/07/2010 06:12,10/07/2010 19:05,Day,Wet,0,0.28585,0,Hot,B,0.13316765,NO,Start,0.146649756,0.000508345,0,0,0.056426295
7398,7398,7398,13962,13962,10/07/2010 17:00,10/07/2010,10/07/2010,17:00:00,36.9099398,0.3377342,1150_2.10,10/07/2010 06:12,11/07/2010 06:12,10/07/2010 19:05,11/07/2010 05:54,11/07/2010 18:26,0.045174266,00:18:00,0,56.5,0.153385169,0.000426107,0.001297086,30,10/07/2010 06:12,10/07/2010 19:05,Day,Wet,0,0.20916,0,Hot,C,0.13316765,NO,Start,0.150114545,0.000426107,0,0,0.047297877
7409,7409,7409,13973,13973,10/07/2010 19:20,10/07/2010,10/07/2010,19:20:00,36.9106182,0.3386009,1150_2.10,10/07/2010 06:12,11/07/2010 06:12,10/07/2010 19:05,11/07/2010 05:54,11/07/2010 18:26,0.045174266,00:18:00,0,56.5,0.448832374,0.001389097,0.000125857,30,10/07/2010 06:12,10/07/2010 19:05,Night,Wet,0,0.16171,0,Hot,D,0.13316765,NO,Start,0.216239219,0.000444488,0,0.001411696,0.049338168
7473,7473,7473,14037,14037,11/07/2010 06:20,11/07/2010,11/07/2010,06:20:00,36.910296,0.3379257,1150_2.10,11/07/2010 06:12,12/07/2010 06:12,11/07/2010 19:05,12/07/2010 06:53,12/07/2010 19:24,0.009982895,00:00:00,0,56.5,0.031412736,0.000804974,0.001690883,26,11/07/2010 06:12,11/07/2010 19:05,Day,Wet,0,0.24048,0,Mild,A,0.01355228,NO,Start,0.220029444,0.000760006,0,0,0.084360666
7491,7491,7491,14055,14055,11/07/2010 09:50,11/07/2010,11/07/2010,09:50:00,36.9113901,0.3383899,1150_2.10,11/07/2010 06:12,12/07/2010 06:12,11/07/2010 19:05,12/07/2010 06:53,12/07/2010 19:24,0.009982895,00:00:00,0,56.5,0.252128558,0.001983519,0.002067143,26,11/07/2010 06:12,11/07/2010 19:05,Day,Wet,0,0.09806,0,Mild,B,0.01355228,NO,Start,0.12983525,0.001038037,0,0,0.115222107
7531,7531,7531,14095,14095,11/07/2010 17:00,11/07/2010,11/07/2010,17:00:00,36.9108353,0.3379879,1150_2.10,11/07/2010 06:12,12/07/2010 06:12,11/07/2010 19:05,12/07/2010 06:53,12/07/2010 19:24,0.009982895,00:00:00,0,56.5,0.250606345,0.001335997,0.00127269,26,11/07/2010 06:12,11/07/2010 19:05,Day,Wet,0,0.10938,0,Mild,C,0.01355228,NO,Start,0.119896,0.000582029,0,0,0.064605219
7541,7541,7541,14105,14105,11/07/2010 19:10,11/07/2010,11/07/2010,19:10:00,36.910093,0.33741,1150_2.10,11/07/2010 06:12,12/07/2010 06:12,11/07/2010 19:05,12/07/2010 06:53,12/07/2010 19:24,0.009982895,00:00:00,0,56.5,0.141015247,0.000495473,0.000395018,26,11/07/2010 06:12,11/07/2010 19:05,Night,Wet,0,0.13304,0,Mild,D,0.01355228,NO,Start,0.18807125,0.000338021,0,0,0.037520331
7605,7605,7605,14169,14169,12/07/2010 06:19,12/07/2010,12/07/2010,06:19:00,36.9102903,0.3378746,1150_2.10,12/07/2010 06:12,13/07/2010 06:12,12/07/2010 19:05,12/07/2010 06:53,12/07/2010 19:24,0.000364831,00:19:00,0,56.5,0.044905456,0.000790879,0.002058429,29,12/07/2010 06:12,12/07/2010 19:05,Day,Wet,0,0.22478,0,Mild,A,0,NO,Start,0.204180952,0.000689115,0,0,0.076491765
7626,7626,7626,14190,14190,12/07/2010 09:49,12/07/2010,12/07/2010,09:49:00,36.9110697,0.3383452,1150_2.10,12/07/2010 06:12,13/07/2010 06:12,12/07/2010 19:05,12/07/2010 06:53,12/07/2010 19:24,0.000364831,00:19:00,0,56.5,0.068582359,0.001666278,0.001350208,29,12/07/2010 06:12,12/07/2010 19:05,Day,Wet,0,0.1096,0,Mild,B,0,NO,Start,0.129107561,0.000457274,0,0,0.050757414
7667,7667,7667,14231,14231,12/07/2010 17:00,12/07/2010,12/07/2010,17:00:00,36.9107494,0.338065,1150_2.10,12/07/2010 06:12,13/07/2010 06:12,12/07/2010 19:05,12/07/2010 06:53,12/07/2010 19:24,0.000364831,00:19:00,0,56.5,0.04583143,0.00127778,0.000895757,29,12/07/2010 06:12,12/07/2010 19:05,Day,Wet,0,0.10143,0,Mild,C,0,NO,Start,0.128829231,0.001029754,0,0,0.114302694
