,X.3,X.2,X.1,X,localtimestamp,localdate,date,localtime,location.long,location.lat,ID,dawn,dawnafter,dusk,moonrise,moonset,illumination,moonoverlap,rain,rain.30,displacement,glade.dist,glade.random,maxtemp,effectivedawn,effectivedusk,period,season,moonshine,woody,in.glade,daytemp,partofday,moonprev,delete,startstop,woodyaverage,gladedistmin,p.inglade,moonaverage,glade.dist.km
8927,8927,8927,15491,15491,23/09/2011 17:10,23/09/2011,23/09/2011,17:10:00,36.9194562,0.3553003,1151.11,23/09/2011 06:02,24/09/2011 06:01,23/09/2011 18:50,24/09/2011 03:24,24/09/2011 15:52,0.245871679,02:37:00,0,127.7,0.221090864,0.00016848,5.44E-05,29.61,23/09/2011 06:02,23/09/2011 18:50,Day,Wet,0,0.14737,0,Mild,C,1.210454946,NO,Start,0.13734625,0,0.25,0,0
8935,8935,8935,15499,15499,23/09/2011 19:00,23/09/2011,23/09/2011,19:00:00,36.9196702,0.3546208,1151.11,23/09/2011 06:02,24/09/2011 06:01,23/09/2011 18:50,24/09/2011 03:24,24/09/2011 15:52,0.245871679,02:37:00,0,127.7,0.754059547,3.30E-05,0.000296486,29.61,23/09/2011 06:02,23/09/2011 18:50,Night,Wet,0,0.08021,0,Mild,D,1.210454946,NO,Start,0.150930577,0,0.076923077,0.056739618,0
8987,8987,8987,15551,15551,24/09/2011 06:10,24/09/2011,24/09/2011,06:10:00,36.9188101,0.3561986,1151.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.966876786,0,0.000378827,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.04681,1,Mild,A,0.643364227,NO,Start,0.112751538,0,0.076923077,0,0
9000,9000,9000,15564,15564,24/09/2011 10:19,24/09/2011,24/09/2011,10:19:00,36.9196069,0.3560909,1151.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.126194532,0.000320289,0.000272118,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.11282,0,Mild,B,0.643364227,NO,Start,0.1544175,0.00022718,0,0,0.02521698
9020,9020,9020,15584,15584,24/09/2011 16:40,24/09/2011,24/09/2011,16:40:00,36.9187551,0.3561571,1151.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,0.951028859,0,0.001361489,28.5,24/09/2011 06:01,24/09/2011 18:49,Day,Wet,0,0.04974,1,Mild,C,0.643364227,NO,Start,0.042882857,0,0.285714286,0,0
9027,9027,9027,15591,15591,24/09/2011 18:50,24/09/2011,24/09/2011,18:50:00,36.9190699,0.3552421,1151.11,24/09/2011 06:01,25/09/2011 06:01,24/09/2011 18:49,25/09/2011 04:14,25/09/2011 16:42,0.157611377,01:47:00,0,127.7,1.054838035,3.04E-06,0.001660374,28.5,24/09/2011 06:01,24/09/2011 18:49,Night,Wet,0,0.10974,0,Mild,D,0.643364227,NO,Start,0.162258269,0,0.038461538,0.027278892,0
9079,9079,9079,15643,15643,25/09/2011 06:20,25/09/2011,25/09/2011,06:20:00,36.9195459,0.3555732,1151.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.126301742,0.000376505,0.001378084,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.14092,0,Mild,A,0.281073622,NO,Start,0.146317647,0.000159472,0,0,0.017701392
9096,9096,9096,15660,15660,25/09/2011 09:50,25/09/2011,25/09/2011,09:50:00,36.9197528,0.3553167,1151.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.008792042,0.000412273,0.00053532,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.17798,0,Mild,B,0.281073622,NO,Start,0.1514228,0.000104238,0,0,0.011570418
9121,9121,9121,15685,15685,25/09/2011 16:40,25/09/2011,25/09/2011,16:40:00,36.9197348,0.3553838,1151.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.024440131,0.000376164,6.74E-05,27.85,25/09/2011 06:01,25/09/2011 18:49,Day,Wet,0,0.1807,0,Mild,C,0.281073622,NO,Start,0.158012727,0,0.090909091,0,0
9132,9132,9132,15696,15696,25/09/2011 18:50,25/09/2011,25/09/2011,18:50:00,36.9194095,0.3550947,1151.11,25/09/2011 06:01,26/09/2011 06:01,25/09/2011 18:49,26/09/2011 05:05,26/09/2011 17:33,0.084915894,00:56:00,0.2,104.1,0.078092317,4.49E-05,0.000701231,27.85,25/09/2011 06:01,25/09/2011 18:49,Night,Wet,0,0.14673,0,Mild,D,0.281073622,NO,Start,0.143733091,1.33E-05,0,0.009263552,0.0014763
9187,9187,9187,15751,15751,26/09/2011 06:10,26/09/2011,26/09/2011,06:10:00,36.9193728,0.3553505,1151.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.417041701,0.00011273,0.000204874,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.14185,0,Mild,A,0.079254834,NO,Start,0.101300909,0,0.454545455,0,0
9198,9198,9198,15762,15762,26/09/2011 11:10,26/09/2011,26/09/2011,11:10:00,36.91988,0.3551445,1151.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.470417995,0.000462304,0.000226777,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.14967,0,Mild,B,0.079254834,NO,Start,0.12332625,0,0.125,0,0
9222,9222,9222,15786,15786,26/09/2011 16:40,26/09/2011,26/09/2011,16:40:00,36.9193026,0.3551733,1151.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.086425112,0,0.001116476,27.02,26/09/2011 06:01,26/09/2011 18:49,Day,Wet,0,0.1435,1,Mild,C,0.079254834,NO,Start,0.126242222,0,0.666666667,0,0
9231,9231,9231,15795,15795,26/09/2011 18:50,26/09/2011,26/09/2011,18:50:00,36.9196511,0.3546255,1151.11,26/09/2011 06:01,27/09/2011 06:00,26/09/2011 18:49,27/09/2011 05:56,27/09/2011 18:24,0.032834615,00:04:00,0,78.9,0.298408177,1.50E-05,0.000273691,27.02,26/09/2011 06:01,26/09/2011 18:49,Night,Wet,0,0.0815,0,Mild,D,0.079254834,NO,Start,0.143653556,0,0.022222222,0,0
9276,9276,9276,15840,15840,27/09/2011 06:20,27/09/2011,27/09/2011,06:20:00,36.9194704,0.3554435,1151.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.113852975,0.000240372,0,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.14149,0,Mild,A,0.002188974,NO,Start,0.16121,0.000135481,0,0,0.015038391
9289,9289,9289,15853,15853,27/09/2011 09:50,27/09/2011,27/09/2011,09:50:00,36.9201196,0.3551942,1151.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.682965782,0.000325966,9.01E-05,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.14479,0,Mild,B,0.002188974,NO,Start,0.131642222,0,0.074074074,0,0
9316,9316,9316,15880,15880,27/09/2011 16:39,27/09/2011,27/09/2011,16:39:00,36.9197472,0.3554801,1151.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.12185237,0.000309086,6.68E-05,26.37,27/09/2011 06:00,27/09/2011 18:48,Day,Wet,0,0.14128,0,Mild,C,0.002188974,NO,Start,0.132841,0,0.6,0,0
9326,9326,9326,15890,15890,27/09/2011 18:49,27/09/2011,27/09/2011,18:49:00,36.9192455,0.3548694,1151.11,27/09/2011 06:00,28/09/2011 06:00,27/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.005421719,00:00:00,0.2,78.9,0.296263481,0,6.25E-05,26.37,27/09/2011 06:00,27/09/2011 18:48,Night,Wet,0,0.07068,1,Mild,D,0.002188974,NO,Start,0.130541458,0,0.333333333,0,0
9374,9374,9374,15938,15938,28/09/2011 06:10,28/09/2011,28/09/2011,06:10:00,36.9196091,0.3553008,1151.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.234232363,0.000308826,0.000334637,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.17984,0,Mild,A,0,NO,Start,0.150053333,0,0.083333333,0,0
9386,9386,9386,15950,15950,28/09/2011 09:59,28/09/2011,28/09/2011,09:59:00,36.9200775,0.3553835,1151.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.517459148,0.00018118,0.000128871,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.13397,0,Mild,B,0,NO,Start,0.1456125,0.00016573,0,0,0.01839603
9410,9410,9410,15974,15974,28/09/2011 16:40,28/09/2011,28/09/2011,16:40:00,36.9197487,0.3554064,1151.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.022367163,0.000350804,0.000292079,27.02,28/09/2011 06:00,28/09/2011 18:48,Day,Wet,0,0.17669,0,Mild,C,0,NO,Start,0.132286364,1.22E-05,0,0,0.0013542
9421,9421,9421,15985,15985,28/09/2011 18:50,28/09/2011,28/09/2011,18:50:00,36.9201643,0.355548,1151.11,28/09/2011 06:00,29/09/2011 06:00,28/09/2011 18:48,28/09/2011 06:49,28/09/2011 19:17,0.00521097,00:29:00,0,79.1,0.745850447,0,0.000386402,27.02,28/09/2011 06:00,28/09/2011 18:48,Night,Wet,0.00521097,0.09662,1,Mild,D,0,NO,Start,0.144186304,0,0.02173913,0.000226564,0
9467,9467,9467,16031,16031,29/09/2011 06:10,29/09/2011,29/09/2011,06:10:00,36.9193714,0.3553295,1151.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.373995468,0.000102905,0,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.14149,0,Mild,A,0.002518636,NO,Start,0.145646,0,0.133333333,0,0
9482,9482,9482,16046,16046,29/09/2011 09:40,29/09/2011,29/09/2011,09:40:00,36.9195675,0.3551282,1151.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.004875449,0.000190444,0.000576021,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.18522,0,Mild,B,0.002518636,NO,Start,0.149814,0.000174977,0,0,0.019422447
9507,9507,9507,16071,16071,29/09/2011 16:40,29/09/2011,29/09/2011,16:40:00,36.9199511,0.3552223,1151.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.089116216,0.000384735,0.000863448,27.9,29/09/2011 06:00,29/09/2011 18:48,Day,Wet,0,0.14357,0,Mild,C,0.002518636,NO,Start,0.1411175,0,0.125,0,0
9515,9515,9515,16079,16079,29/09/2011 18:50,29/09/2011,29/09/2011,18:50:00,36.9199848,0.3553883,1151.11,29/09/2011 06:00,30/09/2011 05:59,29/09/2011 18:48,29/09/2011 07:43,29/09/2011 20:12,0.032812106,01:24:00,0,79.1,0.173054558,0.000225754,0.001391564,27.9,29/09/2011 06:00,29/09/2011 18:48,Night,Wet,0.032812106,0.15325,0,Mild,D,0.002518636,NO,Start,0.129572778,0,0.185185185,0.004253421,0
9569,9569,9569,16133,16133,30/09/2011 06:10,30/09/2011,30/09/2011,06:10:00,36.9196726,0.3550074,1151.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.168395012,0.000213855,0.000332288,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.16278,0,Mild,A,0.045936948,NO,Start,0.099747778,0,0.055555556,0,0
9587,9587,9587,16151,16151,30/09/2011 09:30,30/09/2011,30/09/2011,09:30:00,36.9217049,0.3548308,1151.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.292283835,0.001476572,0,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.02064,0,Mild,B,0.045936948,NO,Start,0.140804138,0,0.034482759,0,0
9616,9616,9616,16180,16180,30/09/2011 16:40,30/09/2011,30/09/2011,16:40:00,36.9190889,0.3553004,1151.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.215721302,2.10E-05,0.000115838,28.41,30/09/2011 05:59,30/09/2011 18:47,Day,Wet,0,0.11784,0,Mild,C,0.045936948,NO,Start,0.077693077,0,0.230769231,0,0
9629,9629,9629,16193,16193,30/09/2011 18:50,30/09/2011,30/09/2011,18:50:00,36.9195611,0.3554451,1151.11,30/09/2011 05:59,01/10/2011 05:59,30/09/2011 18:47,30/09/2011 08:40,30/09/2011 21:10,0.086720252,02:23:00,0,79.1,0.16996482,0.000323231,0.000782703,28.41,30/09/2011 05:59,30/09/2011 18:47,Night,Wet,0.086720252,0.15569,0,Mild,D,0.045936948,NO,Start,0.147562979,0,0.085106383,0.014760894,0
9676,9676,9676,16240,16240,01/10/2011 06:00,01/10/2011,01/10/2011,06:00:00,36.9195105,0.3553556,1151.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.429873005,0.000240586,0.000690582,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.14257,0,Mild,A,0.206683267,NO,Start,0.15367,0.000146003,0,0,0.016206333
9688,9688,9688,16252,16252,01/10/2011 09:30,01/10/2011,01/10/2011,09:30:00,36.9199347,0.3551313,1151.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.212959174,0.000470799,4.97E-05,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.14501,0,Mild,B,0.206683267,NO,Start,0.143635357,3.38E-05,0,0,0.0037518
9716,9716,9716,16280,16280,01/10/2011 16:40,01/10/2011,01/10/2011,16:40:00,36.9195738,0.3555944,1151.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.383089193,0.000397378,0.000685647,27.83,01/10/2011 05:59,01/10/2011 18:47,Day,Wet,0,0.13382,0,Mild,C,0.206683267,NO,Start,0.15355,0.000200324,0,0,0.022235964
9726,9726,9726,16290,16290,01/10/2011 18:49,01/10/2011,01/10/2011,18:49:00,36.9195469,0.3554945,1151.11,01/10/2011 05:59,02/10/2011 05:59,01/10/2011 18:47,01/10/2011 09:39,01/10/2011 22:10,0.163402146,03:23:00,0,79.1,0.158601797,0.000332009,0,27.83,01/10/2011 05:59,01/10/2011 18:47,Night,Wet,0.163402146,0.14644,0,Mild,D,0.206683267,NO,Start,0.113983111,0,0.088888889,0.032680429,0
9771,9771,9771,16335,16335,02/10/2011 06:00,02/10/2011,02/10/2011,06:00:00,36.9190756,0.3554998,1151.11,02/10/2011 05:59,03/10/2011 05:58,02/10/2011 18:47,02/10/2011 10:39,02/10/2011 23:10,0.257669525,04:23:00,0,71.8,0.323198515,4.86E-05,0,27.7,02/10/2011 05:59,02/10/2011 18:47,Day,Wet,0,0.09497,0,Mild,A,0.552843927,NO,Start,0.147431111,0,0.055555556,0,0
9789,9789,9789,16353,16353,02/10/2011 09:29,02/10/2011,02/10/2011,09:29:00,36.9193615,0.3552749,1151.11,02/10/2011 05:59,03/10/2011 05:58,02/10/2011 18:47,02/10/2011 10:39,02/10/2011 23:10,0.257669525,04:23:00,0,71.8,0.083021985,7.16E-05,0.001980655,27.7,02/10/2011 05:59,02/10/2011 18:47,Day,Wet,0,0.14694,0,Mild,B,0.552843927,NO,Start,0.150494286,7.16E-05,0,0,0.0079476
9796,9796,9796,21131,23551,18/06/2010 14:40,18/06/2010,18/06/2010,14:40:00,36.9093405,0.3375709,1155.1,18/06/2010 06:08,19/06/2010 06:08,18/06/2010 19:01,18/06/2010 11:45,19/06/2010 00:12,0.357862599,05:11:00,0,21.2,0,0,0,32,18/06/2010 06:08,18/06/2010 19:01,Day,Dry,0,0.11053,1,Hot,B,NA,NO,Start,0.168895,0,0.071428571,0,0
9810,9810,9810,21145,23565,18/06/2010 17:00,18/06/2010,18/06/2010,17:00:00,36.9100582,0.3396693,1155.1,18/06/2010 06:08,19/06/2010 06:08,18/06/2010 19:01,18/06/2010 11:45,19/06/2010 00:12,0.357862599,05:11:00,0,21.2,0.085576924,0.001661645,0.000271222,32,18/06/2010 06:08,18/06/2010 19:01,Day,Dry,0,0.1154,0,Hot,C,NA,NO,Start,0.105595833,0,0.416666667,0,0
9822,9822,9822,21157,23577,18/06/2010 19:29,18/06/2010,18/06/2010,19:29:00,36.9096742,0.338002,1155.1,18/06/2010 06:08,19/06/2010 06:08,18/06/2010 19:01,18/06/2010 11:45,19/06/2010 00:12,0.357862599,05:11:00,0,21.2,0.263652574,0.000287968,0.001194325,32,18/06/2010 06:08,18/06/2010 19:01,Night,Dry,0.357862599,0.13726,0,Hot,D,NA,NO,Start,0.153711,0,0.066666667,0.149109416,0
9882,9882,9882,21217,23637,19/06/2010 06:10,19/06/2010,19/06/2010,06:10:00,36.910151,0.3391936,1155.1,19/06/2010 06:08,20/06/2010 06:08,19/06/2010 19:01,19/06/2010 12:35,20/06/2010 01:02,0.474262547,06:01:00,0,21.2,1.143530507,0.00132493,0.000718784,26,19/06/2010 06:08,19/06/2010 19:01,Day,Dry,0,0.06358,0,Mild,A,1.854921138,NO,Start,0.096306471,0.000144711,0,0,0.016062921
9899,9899,9899,21234,23654,19/06/2010 09:40,19/06/2010,19/06/2010,09:40:00,36.9094849,0.3380455,1155.1,19/06/2010 06:08,20/06/2010 06:08,19/06/2010 19:01,19/06/2010 12:35,20/06/2010 01:02,0.474262547,06:01:00,0,21.2,0.137536359,0.000167493,0.001178239,26,19/06/2010 06:08,19/06/2010 19:01,Day,Dry,0,0.10974,0,Mild,B,1.854921138,NO,Start,0.16709381,0.000133593,0,0,0.014828823
9941,9941,9941,21276,23696,19/06/2010 16:59,19/06/2010,19/06/2010,16:59:00,36.9100108,0.3388423,1155.1,19/06/2010 06:08,20/06/2010 06:08,19/06/2010 19:01,19/06/2010 12:35,20/06/2010 01:02,0.474262547,06:01:00,0,21.2,0.053694041,0.000979099,0.000630417,26,19/06/2010 06:08,19/06/2010 19:01,Day,Dry,0,0.09411,0,Mild,C,1.854921138,NO,Start,0.137217273,0.00015559,0,0,0.01727049
9952,9952,9952,21287,23707,19/06/2010 20:10,19/06/2010,19/06/2010,20:10:00,36.9101659,0.3389464,1155.1,19/06/2010 06:08,20/06/2010 06:08,19/06/2010 19:01,19/06/2010 12:35,20/06/2010 01:02,0.474262547,06:01:00,0,21.2,0.234898191,0.001164937,0.000207909,26,19/06/2010 06:08,19/06/2010 19:01,Night,Dry,0.474262547,0.10773,0,Mild,D,1.854921138,NO,Start,0.120903846,0,0.038461538,0.255372141,0
10004,10004,10004,21339,23759,20/06/2010 06:10,20/06/2010,20/06/2010,06:10:00,36.9098467,0.3385536,1155.1,20/06/2010 06:08,21/06/2010 06:08,20/06/2010 19:01,20/06/2010 13:26,21/06/2010 01:53,0.590818109,06:52:00,6.2,21.2,0.356801976,0.00067717,0.000624554,29,20/06/2010 06:08,20/06/2010 19:01,Day,Dry,0,0.14959,0,Mild,A,2.853479658,NO,Start,0.122857,1.42E-06,0,0,0.00015762
10024,10024,10024,21359,23779,20/06/2010 09:40,20/06/2010,20/06/2010,09:40:00,36.9097436,0.3379178,1155.1,20/06/2010 06:08,21/06/2010 06:08,20/06/2010 19:01,20/06/2010 13:26,21/06/2010 01:53,0.590818109,06:52:00,6.2,21.2,0.144930777,0.000280433,0.000725725,29,20/06/2010 06:08,20/06/2010 19:01,Day,Dry,0,0.1602,0,Mild,B,2.853479658,NO,Start,0.164847907,7.98E-05,0,0,0.0088578
10067,10067,10067,21402,23822,20/06/2010 17:00,20/06/2010,20/06/2010,17:00:00,36.9098626,0.3391113,1155.1,20/06/2010 06:08,21/06/2010 06:08,20/06/2010 19:01,20/06/2010 13:26,21/06/2010 01:53,0.590818109,06:52:00,6.2,21.2,0.580738461,0.001082286,0.000997281,29,20/06/2010 06:08,20/06/2010 19:01,Day,Dry,0,0.101,0,Mild,C,2.853479658,NO,Start,0.108006,0.001022594,0,0,0.113507934
10077,10077,10077,21412,23832,20/06/2010 19:10,20/06/2010,20/06/2010,19:10:00,36.9100619,0.3389542,1155.1,20/06/2010 06:08,21/06/2010 06:08,20/06/2010 19:01,20/06/2010 13:26,21/06/2010 01:53,0.590818109,06:52:00,6.2,21.2,0.189344659,0.001091622,0.000539742,29,20/06/2010 06:08,20/06/2010 19:01,Night,Dry,0.590818109,0.09741,0,Mild,D,2.853479658,NO,Start,0.135039796,0,0.183673469,0.361725373,0
10126,10126,10126,21461,23881,21/06/2010 06:10,21/06/2010,21/06/2010,06:10:00,36.9101318,0.3382306,1155.1,21/06/2010 06:08,22/06/2010 06:08,21/06/2010 19:02,21/06/2010 14:17,22/06/2010 02:45,0.700788442,07:43:00,2.2,27.4,1.733370087,0.000777812,0,26,21/06/2010 06:08,21/06/2010 19:02,Day,Dry,0,0.30549,0,Mild,A,4.056951015,NO,Start,0.284013,0.000481984,0,0,0.053500224
10146,10146,10146,21481,23901,21/06/2010 09:39,21/06/2010,21/06/2010,09:39:00,36.9100004,0.3379786,1155.1,21/06/2010 06:08,22/06/2010 06:08,21/06/2010 19:02,21/06/2010 14:17,22/06/2010 02:45,0.700788442,07:43:00,2.2,27.4,0.104330101,0.000536858,9.24E-05,26,21/06/2010 06:08,21/06/2010 19:02,Day,Dry,0,0.2703,0,Mild,B,4.056951015,NO,Start,0.171628108,0,0.054054054,0,0
10183,10183,10183,21518,23938,21/06/2010 17:00,21/06/2010,21/06/2010,17:00:00,36.9097029,0.3383227,1155.1,21/06/2010 06:08,22/06/2010 06:08,21/06/2010 19:02,21/06/2010 14:17,22/06/2010 02:45,0.700788442,07:43:00,2.2,27.4,1.594004046,0.00045381,0,26,21/06/2010 06:08,21/06/2010 19:02,Day,Dry,0,0.13576,0,Mild,C,4.056951015,NO,Start,0.19133,0.000105793,0,0,0.011743023
10194,10194,10194,21529,23949,21/06/2010 19:10,21/06/2010,21/06/2010,19:10:00,36.9100505,0.3387207,1155.1,21/06/2010 06:08,22/06/2010 06:08,21/06/2010 19:02,21/06/2010 14:17,22/06/2010 02:45,0.700788442,07:43:00,2.2,27.4,0.44292768,0.000938437,0,26,21/06/2010 06:08,21/06/2010 19:02,Night,Dry,0.700788442,0.13476,0,Mild,D,4.056951015,NO,Start,0.146269492,0,0.033898305,0.498866349,0
10253,10253,10253,21588,24008,22/06/2010 06:10,22/06/2010,22/06/2010,06:10:00,36.9100091,0.3385525,1155.1,22/06/2010 06:08,23/06/2010 06:09,22/06/2010 19:02,22/06/2010 15:11,23/06/2010 03:39,0.79840205,08:37:00,0,29.6,0.454163242,0.000820829,0,30,22/06/2010 06:08,22/06/2010 19:02,Day,Dry,0,0.17662,0,Hot,A,5.407750811,NO,Start,0.107426667,0.000800243,0,0,0.088826973
10271,10271,10271,21606,24026,22/06/2010 09:40,22/06/2010,22/06/2010,09:40:00,36.9099031,0.3388305,1155.1,22/06/2010 06:08,23/06/2010 06:09,22/06/2010 19:02,22/06/2010 15:11,23/06/2010 03:39,0.79840205,08:37:00,0,29.6,0.089847092,0.000891283,0.000489429,30,22/06/2010 06:08,22/06/2010 19:02,Day,Dry,0,0.12465,0,Hot,B,5.407750811,NO,Start,0.170178421,0,0.026315789,0,0
10309,10309,10309,21644,24064,22/06/2010 16:59,22/06/2010,22/06/2010,16:59:00,36.9102928,0.3392688,1155.1,22/06/2010 06:08,23/06/2010 06:09,22/06/2010 19:02,22/06/2010 15:11,23/06/2010 03:39,0.79840205,08:37:00,0,29.6,0.400807685,0.001476796,0.00103492,30,22/06/2010 06:08,22/06/2010 19:02,Day,Dry,0,0.07297,0,Hot,C,5.407750811,NO,Start,0.101268,0.000156753,0,0,0.017399583
10319,10319,10319,21654,24074,22/06/2010 19:10,22/06/2010,22/06/2010,19:10:00,36.9095351,0.3379583,1155.1,22/06/2010 06:08,23/06/2010 06:09,22/06/2010 19:02,22/06/2010 15:11,23/06/2010 03:39,0.79840205,08:37:00,0,29.6,0.138847902,0.000181903,0.000638756,30,22/06/2010 06:08,22/06/2010 19:02,Night,Dry,0.79840205,0.12981,0,Hot,D,5.407750811,NO,Start,0.135386038,0,0.056603774,0.617631775,0
10372,10372,10372,21707,24127,23/06/2010 06:10,23/06/2010,23/06/2010,06:10:00,36.9094438,0.3381971,1155.1,23/06/2010 06:09,24/06/2010 06:09,23/06/2010 19:02,23/06/2010 16:05,24/06/2010 04:34,0.879222198,09:32:00,0,29.6,0.205614007,0.000170043,0.001043912,30,23/06/2010 06:09,23/06/2010 19:02,Day,Dry,0,0.07727,0,Hot,A,6.879564331,NO,Start,0.188156,0.000170043,0,0,0.018874773
10392,10392,10392,21727,24147,23/06/2010 09:39,23/06/2010,23/06/2010,09:39:00,36.909991,0.3387544,1155.1,23/06/2010 06:09,24/06/2010 06:09,23/06/2010 19:02,23/06/2010 16:05,24/06/2010 04:34,0.879222198,09:32:00,0,29.6,0.501550845,0.000908863,0.000530785,30,23/06/2010 06:09,23/06/2010 19:02,Day,Dry,0,0.11469,0,Hot,B,6.879564331,NO,Start,0.11499725,0.000178516,0,0,0.019815276
10432,10432,10432,21767,24187,23/06/2010 17:00,23/06/2010,23/06/2010,17:00:00,36.9099634,0.3387949,1155.1,23/06/2010 06:09,24/06/2010 06:09,23/06/2010 19:02,23/06/2010 16:05,24/06/2010 04:34,0.879222198,09:32:00,0,29.6,0.035739334,0.000912317,2.44E-07,30,23/06/2010 06:09,23/06/2010 19:02,Day,Dry,0,0.11347,0,Hot,C,6.879564331,NO,Start,0.1368275,0.000912317,0,0,0.101267187
10444,10444,10444,21779,24199,23/06/2010 19:10,23/06/2010,23/06/2010,19:10:00,36.9101036,0.3392041,1155.1,23/06/2010 06:09,24/06/2010 06:09,23/06/2010 19:02,23/06/2010 16:05,24/06/2010 04:34,0.879222198,09:32:00,0,29.6,0.051500097,0.00130164,0.000275338,30,23/06/2010 06:09,23/06/2010 19:02,Night,Dry,0.879222198,0.07318,0,Hot,D,6.879564331,NO,Start,0.150445,0,0.066666667,0.761992572,0
