,RoundedDT,ID,LocalDate,LocalTime,Duration,Moonlight,Denning,Intensity,DateTime,Time1,Time2,Stop,AirTC_1_Avg,RH_1,AirTC_2_Avg,RH_2,Solar1_kW_Avg,Solar2_kW_Avg,WS_mph_S_WVT,WindDir_D1_WVT,Rain_in_Tot
6258,01/08/2014 05:15,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 05:10,0,1,0,13.57,84.9,13.45,84.9,0,0,5.08,180.9,0
6259,01/08/2014 05:30,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 05:25,1,2,0,13.38,85.1,13.25,85.2,0,0,4.411,181.2,0
6260,01/08/2014 05:45,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 05:40,2,3,0,13.36,84.1,13.24,83.9,0,0,4.859,168,0
6262,01/08/2014 06:00,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 05:55,3,4,0,13.51,82.3,13.4,82,0,0,4.306,172,0
6263,01/08/2014 06:15,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 06:10,4,5,0,13.57,81.3,13.45,81.2,0,0,4.239,169.9,0
6266,01/08/2014 06:30,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 06:25,5,6,0,13.62,79.9,13.51,79.76,0,0.001,5.299,174.5,0
6267,01/08/2014 06:45,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 06:40,6,7,0,13.64,79.46,13.52,79.32,0.006,0.006,5.316,177,0
6269,01/08/2014 07:00,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 06:55,7,8,0,13.67,78.48,13.56,78.31,0.034,0.034,3.978,168.6,0
6271,01/08/2014 07:15,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 07:10,8,9,0,13.95,76.68,13.88,76.34,0.083,0.083,4.214,174,0
6273,01/08/2014 07:30,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 07:25,9,10,0,14.3,74.27,14.25,73.59,0.133,0.134,4.755,173.7,0
6275,01/08/2014 07:45,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 07:40,10,11,0,14.78,70.84,14.77,69.93,0.183,0.185,4.674,176.6,0
6278,01/08/2014 08:00,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 07:55,11,12,0,15.53,66.19,15.54,64.84,0.234,0.253,5.539,169.7,0
6279,01/08/2014 08:15,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 08:10,12,13,0,16.36,61.89,16.35,60.7,0.313,0.321,7.709,170,0
6282,01/08/2014 08:30,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 08:25,13,14,0,17.41,57.31,17.4,55.86,0.379,0.388,7.473,165.7,0
6284,01/08/2014 08:45,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 08:40,14,15,0,18.16,53.85,18.17,52.43,0.44,0.451,7.996,164.5,0
6285,01/08/2014 09:00,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 08:55,15,16,0,18.43,52.63,18.43,50.91,0.469,0.482,9.13,162.1,0
6287,01/08/2014 09:15,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 09:10,16,17,0,19.09,51.85,19.1,50.09,0.528,0.542,9.17,156.6,0
6289,01/08/2014 09:30,WDF120,01/08/2014,5H 10M 0S,265,1.311194914,No,52.72453,01/08/2014 09:25,17,18,1,19.57,48.3,19.59,46.43,0.579,0.595,8.17,164.9,0
6293,02/08/2014 06:00,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 06:00,0,1,0,12.33,82.3,12.17,82.4,0,0,2.939,142.1,0
6294,02/08/2014 06:15,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 06:15,1,2,0,11.95,83.4,11.82,83.4,0,0,1.671,155.8,0
6301,02/08/2014 06:30,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 06:30,2,3,0,11.67,84.3,11.57,84.2,0,0.001,0.357,186.7,0
6305,02/08/2014 06:45,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 06:45,3,4,0,11.14,85.7,11.04,85.6,0.005,0.005,1.597,278.5,0
6308,02/08/2014 07:00,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 07:00,4,5,0,11.18,85.3,11.08,84.9,0.026,0.026,2.101,300.5,0
6311,02/08/2014 07:15,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 07:15,5,6,0,11.53,83.5,11.45,82.7,0.071,0.071,1.575,248.5,0
6314,02/08/2014 07:30,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 07:30,6,7,0,12.96,78.16,12.91,77.31,0.126,0.126,0.536,57.21,0
6319,02/08/2014 07:45,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 07:45,7,8,0,13.94,75.21,13.84,74.53,0.132,0.133,0.309,53.89,0
6323,02/08/2014 08:00,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 08:00,8,9,0,14.8,72.19,14.72,72.09,0.106,0.108,1.257,88.5,0
6328,02/08/2014 08:15,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 08:15,9,10,0,15.29,73.27,15.19,72.86,0.132,0.134,1.696,81.9,0
6330,02/08/2014 08:30,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 08:30,10,11,0,15.9,71.78,15.89,70.09,0.239,0.244,3.509,170.1,0
6333,02/08/2014 08:45,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 08:45,11,12,0,16.71,67.47,16.76,66.12,0.414,0.425,6.426,146.6,0
6336,02/08/2014 09:00,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 09:00,12,13,0,17.59,63.14,17.69,61.34,0.478,0.491,5.175,143.6,0
6338,02/08/2014 09:15,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 09:15,13,14,0,18.57,59.98,18.69,57.71,0.528,0.543,5.071,129.1,0
6340,02/08/2014 09:30,WDF120,02/08/2014,6H 0M 0S,225,2.040767177,No,51.03111,02/08/2014 09:30,14,15,1,19.09,56.18,19.27,54.02,0.58,0.596,5.063,138.8,0
6343,03/08/2014 05:45,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 05:45,0,1,0,13.67,77.85,13.54,77.82,0,0,3.558,175.1,0
6346,03/08/2014 06:00,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 06:00,1,2,0,13.53,78.43,13.39,78.67,0,0,2.578,170.1,0
6350,03/08/2014 06:15,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 06:15,2,3,0,13.34,79.68,13.2,79.88,0,0,1.712,176,0
6354,03/08/2014 06:30,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 06:30,3,4,0,13.06,81.1,12.92,81.4,0,0.001,2.052,154.6,0
6359,03/08/2014 06:45,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 06:45,4,5,0,12.92,82.8,12.79,83,0.005,0.005,2.334,153.4,0
6362,03/08/2014 07:00,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 07:00,5,6,0,12.75,84,12.66,83.5,0.029,0.029,1.411,141,0
6367,03/08/2014 07:15,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 07:15,6,7,0,13.02,82,13,81.2,0.077,0.077,1.776,139.1,0
6368,03/08/2014 07:30,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 07:30,7,8,0,13.4,79.48,13.45,78.43,0.117,0.129,2.987,128.3,0
6375,03/08/2014 07:45,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 07:45,8,9,0,14.13,74.67,14.16,73.68,0.182,0.185,5.51,141.3,0
6377,03/08/2014 08:00,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 08:00,9,10,0,15.12,72.42,15.14,71.61,0.246,0.25,6.108,144.3,0
6380,03/08/2014 08:15,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 08:15,10,11,0,15.75,68.59,15.78,67.4,0.308,0.314,5.994,155.7,0
6382,03/08/2014 08:30,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 08:30,11,12,0,16.38,67.13,16.41,66.05,0.332,0.339,4.927,166.1,0
6385,03/08/2014 08:45,WDF120,03/08/2014,5H 45M 0S,200,2.981436514,No,48.52,03/08/2014 08:45,12,13,1,17.03,63.84,17.17,61.51,0.472,0.482,4.808,155.6,0
6391,04/08/2014 06:00,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 06:00,0,1,0,14.53,80.8,14.42,80.8,0,0,5.575,172.7,0
6394,04/08/2014 06:15,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 06:15,1,2,0,14.58,79.95,14.47,79.88,0,0,4.884,176.8,0
6397,04/08/2014 06:30,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 06:30,2,3,0,14.73,78.9,14.62,78.83,0,0,5.105,174.5,0
6402,04/08/2014 06:45,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 06:45,3,4,0,14.82,78.8,14.71,78.73,0.001,0.001,3.99,161.5,0
6404,04/08/2014 07:00,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 07:00,4,5,0,14.86,78.39,14.75,78.33,0.005,0.005,4.078,154.6,0
6409,04/08/2014 07:15,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 07:15,5,6,0,14.96,77.75,14.85,77.78,0.014,0.015,3.65,158.4,0
6415,04/08/2014 07:30,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 07:30,6,7,0,15.13,76.94,15.01,76.8,0.031,0.032,3.659,166.6,0
6419,04/08/2014 07:45,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 07:45,7,8,0,15.38,75.78,15.29,75.65,0.051,0.052,2.936,151.3,0
6421,04/08/2014 08:00,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 08:00,8,9,0,15.56,74.87,15.48,74.66,0.081,0.083,3.905,150.9,0
6426,04/08/2014 08:15,WDF120,04/08/2014,6H 0M 0S,150,4.122498264,No,55.03333,04/08/2014 08:15,9,10,1,15.86,73.34,15.79,73.03,0.126,0.129,4.697,151.4,0
6438,05/08/2014 06:00,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 05:55,0,1,0,13.45,84.8,13.34,84.8,0,0,6.776,199.1,0
6439,05/08/2014 06:15,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 06:10,1,2,0,13.56,84.3,13.45,84.2,0,0,5.453,194.5,0
6442,05/08/2014 06:30,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 06:25,2,3,0,13.73,83.7,13.62,83.7,0.001,0.001,4.982,196.5,0
6446,05/08/2014 06:45,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 06:40,3,4,0,13.82,83.7,13.72,83.6,0.003,0.003,3.449,194.6,0
6448,05/08/2014 07:00,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 06:55,4,5,0,14.06,82.4,13.96,82.3,0.012,0.013,3.94,197.9,0
6451,05/08/2014 07:15,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 07:10,5,6,0,14.3,81.5,14.2,81.3,0.037,0.039,4.414,195.7,0
6455,05/08/2014 07:30,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 07:25,6,7,0,14.66,79.7,14.56,79.59,0.067,0.069,4.249,183.2,0
6458,05/08/2014 07:45,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 07:40,7,8,0,14.99,77.8,14.9,77.69,0.076,0.078,3.898,176.5,0
6460,05/08/2014 08:00,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 07:55,8,9,0,15.29,76.26,15.2,76.06,0.095,0.098,3.458,177.4,0
6463,05/08/2014 08:15,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 08:10,9,10,0,15.64,74.37,15.54,74.06,0.123,0.127,5.612,175.2,0
6466,05/08/2014 08:30,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 08:25,10,11,0,16.13,70.91,16.06,70.1,0.257,0.265,5.868,175.9,0
6471,05/08/2014 08:45,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 08:40,11,12,0,17.3,67.25,17.28,66.4,0.437,0.45,5.997,175.6,0
6472,05/08/2014 09:00,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 08:55,12,13,0,17.51,66.9,17.46,66.33,0.246,0.25,5.447,159.9,0
6476,05/08/2014 09:15,WDF120,05/08/2014,5H 55M 0S,205,5.443373276,No,47.2878,05/08/2014 09:10,13,14,1,17.78,64.15,17.76,63.31,0.334,0.342,5.282,185.5,0
6484,06/08/2014 06:00,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 06:00,0,1,0,13.41,85.7,13.28,85.7,0,0,2.922,185.1,0
6489,06/08/2014 06:15,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 06:15,1,2,0,13.29,86,13.15,86,0,0,2.166,192.5,0
6492,06/08/2014 06:30,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 06:30,2,3,0,13.27,86.5,13.14,86.5,0,0.001,1.929,200.7,0
6497,06/08/2014 06:45,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 06:45,3,4,0,13.23,86.6,13.1,86.5,0.005,0.005,2.154,201.3,0
6500,06/08/2014 07:00,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 07:00,4,5,0,13.2,86.9,13.1,86.4,0.031,0.032,1.285,161.9,0
6503,06/08/2014 07:15,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 07:15,5,6,0,12.89,88.3,12.79,88.3,0.057,0.058,1.396,66.98,0
6506,06/08/2014 07:30,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 07:30,6,7,0,12.51,88.4,12.41,88.2,0.061,0.061,1.218,74.53,0
6513,06/08/2014 07:45,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 07:45,7,8,0,12.82,85.7,12.81,84,0.137,0.139,1.439,105,0
6515,06/08/2014 08:00,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 08:00,8,9,0,13.56,80.9,13.65,79.72,0.209,0.214,2.396,107.5,0
6517,06/08/2014 08:15,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 08:15,9,10,0,14.44,77.85,14.48,76.4,0.286,0.293,2.798,91,0
6522,06/08/2014 08:30,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 08:30,10,11,0,15.44,71.24,15.46,69.75,0.342,0.351,3.504,99.4,0
6523,06/08/2014 08:45,WDF120,06/08/2014,6H 0M 0S,185,6.882043515,No,56.79459,06/08/2014 08:45,11,12,1,16.06,65.21,16.05,63.69,0.416,0.428,4.344,101,0
6531,07/08/2014 06:15,WDF120,07/08/2014,6H 20M 0S,95,8.347034858,No,37.45263,07/08/2014 06:20,0,1,0,15.4,74.25,15.28,74.22,0,0,4.383,165.7,0
6534,07/08/2014 06:30,WDF120,07/08/2014,6H 20M 0S,95,8.347034858,No,37.45263,07/08/2014 06:35,1,2,0,15.11,74.46,14.99,74.35,0,0.001,4.649,169.9,0
6539,07/08/2014 06:45,WDF120,07/08/2014,6H 20M 0S,95,8.347034858,No,37.45263,07/08/2014 06:50,2,3,0,14.69,75.98,14.55,76.01,0.005,0.005,4.65,181.1,0
6545,07/08/2014 07:00,WDF120,07/08/2014,6H 20M 0S,95,8.347034858,No,37.45263,07/08/2014 07:05,3,4,0,14.23,77.41,14.11,77.34,0.029,0.03,3.899,188,0
6549,07/08/2014 07:15,WDF120,07/08/2014,6H 20M 0S,95,8.347034858,No,37.45263,07/08/2014 07:20,4,5,0,14.14,77.34,14.05,77.2,0.057,0.057,3.045,182.4,0
6552,07/08/2014 07:30,WDF120,07/08/2014,6H 20M 0S,95,8.347034858,No,37.45263,07/08/2014 07:35,5,6,1,14.48,75.38,14.43,74.9,0.115,0.116,3.153,182,0
6576,08/08/2014 05:45,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 05:40,0,1,0,14.09,84.9,13.94,85.3,0,0,1.884,162.7,0
6578,08/08/2014 06:00,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 05:55,1,2,0,13.68,86.3,13.54,86.4,0,0,1.626,150.2,0
6581,08/08/2014 06:15,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 06:10,2,3,0,13.47,87.1,13.33,87.2,0,0,0.737,158.8,0
6585,08/08/2014 06:30,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 06:25,3,4,0,13.49,86.8,13.36,86.9,0,0.001,1.958,194.9,0
6592,08/08/2014 06:45,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 06:40,4,5,0,13.13,88.5,13,88.6,0.005,0.005,0.963,175.5,0
6593,08/08/2014 07:00,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 06:55,5,6,0,12.81,89.2,12.69,89.3,0.029,0.03,0.605,97.2,0
6599,08/08/2014 07:15,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 07:10,6,7,0,12.96,87.6,12.91,87.3,0.079,0.08,0.466,129.4,0
6601,08/08/2014 07:30,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 07:25,7,8,0,13.67,86,13.69,84.7,0.128,0.13,1.4,163.1,0
6607,08/08/2014 07:45,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 07:40,8,9,0,14,75.28,14.07,73.48,0.185,0.188,4.058,165,0
6609,08/08/2014 08:00,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 07:55,9,10,0,14.76,69.85,14.81,68.63,0.247,0.251,4.552,154.9,0
6616,08/08/2014 08:15,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 08:10,10,11,0,15.58,68.29,15.6,67.1,0.306,0.313,5.36,157.8,0
6619,08/08/2014 08:30,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 08:25,11,12,0,16.75,65.64,16.81,64.46,0.363,0.373,4.927,161.4,0
6620,08/08/2014 08:45,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 08:40,12,13,0,17.61,61,17.68,59.1,0.42,0.432,4.51,153.3,0
6621,08/08/2014 09:00,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 08:55,13,14,0,18.33,59.1,18.48,57.4,0.476,0.491,4.341,134.1,0
6622,08/08/2014 09:15,WDF120,08/08/2014,5H 40M 0S,220,9.724997336,No,43.01818,08/08/2014 09:10,14,15,1,18.85,55.78,18.92,54.22,0.533,0.55,4.745,151,0
6627,09/08/2014 06:15,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 06:15,0,1,0,12.89,85.6,12.76,85.8,0,0,4.18,206.9,0
6632,09/08/2014 06:30,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 06:30,1,2,0,12.72,86,12.59,86,0.001,0.001,5.427,208.9,0
6636,09/08/2014 06:45,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 06:45,2,3,0,12.7,86,12.58,86.1,0.007,0.007,4.181,212,0
6637,09/08/2014 07:00,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 07:00,3,4,0,12.71,86.4,12.59,86.2,0.028,0.028,2.3,206.7,0
6643,09/08/2014 07:15,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 07:15,4,5,0,12.84,85.3,12.75,84.9,0.067,0.067,2.602,186.1,0
6647,09/08/2014 07:30,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 07:30,5,6,0,13.35,82.7,13.33,82,0.115,0.116,2.849,179,0
6651,09/08/2014 07:45,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 07:45,6,7,0,14,79.95,14,79.24,0.167,0.169,4.061,177,0
6654,09/08/2014 08:00,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 08:00,7,8,0,14.62,76.9,14.6,76.16,0.203,0.206,5.147,177.2,0
6657,09/08/2014 08:15,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 08:15,8,9,0,15.35,72.8,15.34,72.12,0.275,0.281,5.972,177.9,0
6663,09/08/2014 08:30,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 08:30,9,10,0,16.03,70.28,16.01,69.47,0.291,0.298,5.92,172,0
6665,09/08/2014 08:45,WDF120,09/08/2014,6H 15M 0S,170,10.89188993,No,42.14706,09/08/2014 08:45,10,11,1,16.51,67.91,16.46,66.83,0.289,0.295,6.015,178.8,0
6681,10/08/2014 05:30,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 05:35,0,1,0,12.91,88.7,12.79,88.4,0,0,0.125,104.1,0
6684,10/08/2014 05:45,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 05:50,1,2,0,12.64,89.7,12.55,89.5,0,0,0.04,96.3,0
6689,10/08/2014 06:00,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 06:05,2,3,0,12.47,90.2,12.38,90.2,0,0,0.514,244.5,0
6693,10/08/2014 06:15,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 06:20,3,4,0,12.46,90.3,12.34,90.6,0,0,0.554,89.9,0
6697,10/08/2014 06:30,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 06:35,4,5,0,11.98,91.2,11.83,91.5,0.001,0.001,0.448,81.7,0
6698,10/08/2014 06:45,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 06:50,5,6,0,11.67,91.6,11.57,91.6,0.006,0.007,0.225,16.11,0
6702,10/08/2014 07:00,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 07:05,6,7,0,11.69,92,11.58,91.9,0.021,0.021,0.83,289.8,0
6706,10/08/2014 07:15,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 07:20,7,8,0,12.15,92,12.04,91.8,0.058,0.058,1.39,277.7,0
6710,10/08/2014 07:30,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 07:35,8,9,0,12.97,90.5,12.94,89.9,0.093,0.093,1.001,126.6,0
6716,10/08/2014 07:45,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 07:50,9,10,0,13.27,88.7,13.24,87.8,0.079,0.081,1.747,129.4,0
6721,10/08/2014 08:00,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 08:05,10,11,0,13.83,86.6,13.78,85.7,0.124,0.127,1.61,133,0
6722,10/08/2014 08:15,WDF120,10/08/2014,5H 35M 0S,185,11.05551521,No,52.95135,10/08/2014 08:20,11,12,1,15.09,82.6,15.14,81.1,0.304,0.311,5,152.1,0
6737,11/08/2014 06:00,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 06:05,0,1,0,13.91,86.5,13.79,86.5,0,0,2.629,143.6,0
6742,11/08/2014 06:15,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 06:20,1,2,0,13.93,86.4,13.81,86.4,0,0,2.316,153.7,0
6745,11/08/2014 06:30,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 06:35,2,3,0,13.97,86,13.85,85.8,0,0.001,3.008,156.7,0
6749,11/08/2014 06:45,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 06:50,3,4,0,13.89,86.6,13.78,86.5,0.004,0.004,2.238,121.8,0
6751,11/08/2014 07:00,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 07:05,4,5,0,13.69,86.4,13.57,86.5,0.027,0.028,0.791,52.5,0
6756,11/08/2014 07:15,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 07:20,5,6,0,13.96,84.9,13.86,84.6,0.056,0.057,0.604,274.1,0
6761,11/08/2014 07:30,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 07:35,6,7,0,14.32,83.2,14.24,82.9,0.047,0.048,3.004,162.1,0
6765,11/08/2014 07:45,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 07:50,7,8,0,14.51,82.5,14.43,82.3,0.065,0.066,4.314,172.6,0
6768,11/08/2014 08:00,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 08:05,8,9,0,14.74,80.8,14.67,80.5,0.081,0.082,3.936,165.7,0
6774,11/08/2014 08:15,WDF120,11/08/2014,6H 5M 0S,150,10.42239137,No,61.9,11/08/2014 08:20,9,10,1,15.36,76.76,15.36,75.92,0.24,0.245,3.858,160.7,0
6812,13/08/2014 06:15,WDF120,13/08/2014,6H 20M 0S,165,7.480402293,No,31.9697,13/08/2014 06:20,0,1,0,14.61,83.4,14.48,83.5,0,0,2.479,164.5,0
6817,13/08/2014 06:30,WDF120,13/08/2014,6H 20M 0S,165,7.480402293,No,31.9697,13/08/2014 06:35,1,2,0,14.56,83.7,14.44,83.7,0.001,0.001,1.164,185.7,0
6823,13/08/2014 06:45,WDF120,13/08/2014,6H 20M 0S,165,7.480402293,No,31.9697,13/08/2014 06:50,2,3,0,14.47,84.3,14.34,84.5,0.004,0.005,1.901,174.9,0
